"Товар 1С";"Артикул";"Цена 1С (руб)";"Маркетплейс";"Название на маркетплейсе";"Цена конкурента (руб)";"Разница (руб)";"Разница (%)";"Совпадение (%)";"Ссылка"
"Ботинки FXR Backshift BOA с утеплителем";"_Ботинки_FXR_Bac";"56650.0";"OZON";"Ботинки снегоходные FXR HELIUM BOA BOOT";"47310.0";"-9340.0";"-16.5";"71.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-boa-boot-1690095984/"
"Ботинки FXR Backshift BOA с утеплителем";"_Ботинки_FXR_Bac";"56650.0";"OZON";"Ботинки снегоходные FXR HELIUM BOA BOOT";"61285.0";"4635.0";"8.2";"71.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-boa-boot-1751030795/"
"Ботинки FXR Backshift BOA с утеплителем";"_Ботинки_FXR_Bac";"56650.0";"OZON";"Ботинки снегоходные FXR HELIUM BOA BOOT";"47310.0";"-9340.0";"-16.5";"71.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-boa-boot-1690111005/"
"Ботинки FXR Backshift BOA с утеплителем";"_Ботинки_FXR_Bac";"56650.0";"OZON";"Ботинки снегоходные FXR HELIUM BOA BOOT";"47310.0";"-9340.0";"-16.5";"71.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-boa-boot-1690095984/"
"Ботинки FXR Backshift BOA с утеплителем";"_Ботинки_FXR_Bac";"56650.0";"OZON";"Ботинки снегоходные FXR HELIUM BOA BOOT";"61285.0";"4635.0";"8.2";"71.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-boa-boot-1751030795/"
"Ботинки FXR Backshift BOA с утеплителем";"_Ботинки_FXR_Bac";"56650.0";"OZON";"Ботинки снегоходные FXR HELIUM BOA BOOT";"47310.0";"-9340.0";"-16.5";"71.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-boa-boot-1690111005/"
"Ботинки FXR Backshift BOA с утеплителем";"_Ботинки_FXR_Bac";"56650.0";"OZON";"Ботинки снегоходные FXR HELIUM BOA BOOT";"47310.0";"-9340.0";"-16.5";"71.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-boa-boot-1690095984/"
"Ботинки FXR Backshift BOA с утеплителем";"_Ботинки_FXR_Bac";"56650.0";"OZON";"Ботинки снегоходные FXR HELIUM BOA BOOT";"61285.0";"4635.0";"8.2";"71.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-boa-boot-1751030795/"
"Ботинки FXR Backshift BOA с утеплителем";"_Ботинки_FXR_Bac";"56650.0";"OZON";"Ботинки снегоходные FXR HELIUM BOA 21 Black/Hi Vis";"65173.0";"8523.0";"15.1";"71.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-boa-21-black-hi-vis-2133612243/"
"Ботинки FXR Backshift BOA с утеплителем";"_Ботинки_FXR_Bac";"56650.0";"OZON";"Ботинки снегоходные FXR HELIUM BOA 21 Black/Hi Vis";"65173.0";"8523.0";"15.1";"71.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-boa-21-black-hi-vis-2133612243/"
"Ботинки FXR Backshift BOA с утеплителем";"_Ботинки_FXR_Bac";"56650.0";"OZON";"Ботинки снегоходные FXR HELIUM BOA 21 Black/Hi Vis";"65173.0";"8523.0";"15.1";"71.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-boa-21-black-hi-vis-2133612243/"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"OZON";"Мотоботы FXR Elevation Dual BOA";"58451.0";"-5649.0";"-8.8";"88.0";"https://www.ozon.ru/product/motoboty-fxr-elevation-dual-boa-2247275732/"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"OZON";"Ботинки снегоходные FXR ELEVATION DUAL BOA BOOT";"65791.0";"1691.0";"2.6";"87.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-elevation-dual-boa-boot-1688056787/"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"OZON";"Ботинки снегоходные FXR ELEVATION DUAL BOA BOOT";"65791.0";"1691.0";"2.6";"87.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-elevation-dual-boa-boot-1688056787/"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"OZON";"Ботинки снегоходные FXR ELEVATION DUAL BOA BOOT";"65791.0";"1691.0";"2.6";"87.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-elevation-dual-boa-boot-1688056787/"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"OZON";"Ботинки снегоходные FXR X-Cross Pro BOA с утеплителем";"33736.0";"-30364.0";"-47.4";"85.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-x-cross-pro-boa-s-uteplitelem-2247275408/"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"OZON";"Ботинки снегоходные FXR X-Cross Pro BOA с утеплителем";"33736.0";"-30364.0";"-47.4";"85.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-x-cross-pro-boa-s-uteplitelem-2247275408/"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"OZON";"Ботинки снегоходные FXR X-Cross Pro BOA с утеплителем";"33736.0";"-30364.0";"-47.4";"85.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-x-cross-pro-boa-s-uteplitelem-2247275408/"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"OZON";"Мотоботы FXR Helium BOA с утеплителем";"49646.0";"-14454.0";"-22.6";"82.0";"https://www.ozon.ru/product/motoboty-fxr-helium-boa-s-uteplitelem-2246679908/"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"OZON";"Мотоботы FXR Helium BOA с утеплителем";"49646.0";"-14454.0";"-22.6";"82.0";"https://www.ozon.ru/product/motoboty-fxr-helium-boa-s-uteplitelem-2246679908/"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"OZON";"Мотоботы FXR Helium BOA с утеплителем";"49646.0";"-14454.0";"-22.6";"82.0";"https://www.ozon.ru/product/motoboty-fxr-helium-boa-s-uteplitelem-2246679908/"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"OZON";"Ботинки снегоходные FXR BOA";"60004.0";"-4096.0";"-6.4";"80.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-boa-703131382/"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"OZON";"Ботинки снегоходные FXR BOA";"68998.0";"4898.0";"7.6";"80.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-boa-703219955/"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"OZON";"Ботинки снегоходные FXR BOA";"68998.0";"4898.0";"7.6";"80.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-boa-703219955/"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"OZON";"Ботинки снегоходные FXR BOA";"60004.0";"-4096.0";"-6.4";"80.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-boa-703131382/"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"OZON";"Ботинки снегоходные FXR";"38361.0";"-25739.0";"-40.1";"76.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-1377948904/"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"OZON";"Ботинки снегоходные FXR";"57759.0";"-6341.0";"-9.9";"76.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-1802155960/"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"OZON";"Ботинки снегоходные FXR";"57759.0";"-6341.0";"-9.9";"76.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-1799672224/"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"OZON";"Ботинки снегоходные FXR HELIUM DUAL BOA 21";"76432.0";"12332.0";"19.2";"76.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-dual-boa-21-1847257761/"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"OZON";"Ботинки снегоходные FXR HELIUM DUAL BOA 21";"76432.0";"12332.0";"19.2";"76.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-dual-boa-21-1847257761/"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"OZON";"Ботинки снегоходные FXR";"59941.0";"-4159.0";"-6.5";"76.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-1339586448/"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"OZON";"Ботинки снегоходные FXR";"57576.0";"-6524.0";"-10.2";"76.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-1744351216/"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"OZON";"Ботинки снегоходные FXR HELIUM DUAL BOA 21";"76432.0";"12332.0";"19.2";"76.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-dual-boa-21-1847257761/"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"OZON";"Ботинки снегоходные FXR";"76432.0";"12332.0";"19.2";"76.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-1799670381/"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"OZON";"Ботинки снегоходные FXR HELIUM BOA BOOT";"47310.0";"-16790.0";"-26.2";"71.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-boa-boot-1690111005/"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"OZON";"Ботинки снегоходные FXR HELIUM BOA BOOT";"47310.0";"-16790.0";"-26.2";"71.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-boa-boot-1690095984/"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"OZON";"Ботинки снегоходные FXR HELIUM BOA BOOT";"61285.0";"-2815.0";"-4.4";"71.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-boa-boot-1751030795/"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"OZON";"Ботинки снегоходные FXR HELIUM BOA BOOT";"47310.0";"-16790.0";"-26.2";"71.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-boa-boot-1690111005/"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"OZON";"Ботинки снегоходные FXR HELIUM BOA BOOT";"47310.0";"-16790.0";"-26.2";"71.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-boa-boot-1690095984/"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"OZON";"Ботинки снегоходные FXR HELIUM BOA BOOT";"61285.0";"-2815.0";"-4.4";"71.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-boa-boot-1751030795/"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"OZON";"Ботинки снегоходные FXR HELIUM BOA BOOT";"47310.0";"-16790.0";"-26.2";"71.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-boa-boot-1690111005/"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"OZON";"Ботинки снегоходные FXR HELIUM BOA BOOT";"47310.0";"-16790.0";"-26.2";"71.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-boa-boot-1690095984/"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"OZON";"Ботинки снегоходные FXR HELIUM BOA BOOT";"61285.0";"-2815.0";"-4.4";"71.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-boa-boot-1751030795/"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"OZON";"Ботинки снегоходные FXR X-Cross Pro BOA с утеплителем";"33736.0";"-20014.0";"-37.2";"92.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-x-cross-pro-boa-s-uteplitelem-2247275408/"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"OZON";"Ботинки снегоходные FXR X-Cross Pro BOA с утеплителем";"33736.0";"-20014.0";"-37.2";"92.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-x-cross-pro-boa-s-uteplitelem-2247275408/"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"OZON";"Ботинки снегоходные FXR X-Cross Pro BOA с утеплителем";"33736.0";"-20014.0";"-37.2";"92.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-x-cross-pro-boa-s-uteplitelem-2247275408/"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"OZON";"Мотоботы FXR Helium BOA с утеплителем";"49646.0";"-4104.0";"-7.6";"92.0";"https://www.ozon.ru/product/motoboty-fxr-helium-boa-s-uteplitelem-2246679908/"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"OZON";"Мотоботы FXR Helium BOA с утеплителем";"49646.0";"-4104.0";"-7.6";"92.0";"https://www.ozon.ru/product/motoboty-fxr-helium-boa-s-uteplitelem-2246679908/"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"OZON";"Мотоботы FXR Helium BOA с утеплителем";"49646.0";"-4104.0";"-7.6";"92.0";"https://www.ozon.ru/product/motoboty-fxr-helium-boa-s-uteplitelem-2246679908/"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"OZON";"Мотоботы FXR Helium BOA с утеплителем";"49646.0";"-11229.0";"-18.4";"90.0";"https://www.ozon.ru/product/motoboty-fxr-helium-boa-s-uteplitelem-2246679908/"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"OZON";"Мотоботы FXR Helium BOA с утеплителем";"49646.0";"-11229.0";"-18.4";"90.0";"https://www.ozon.ru/product/motoboty-fxr-helium-boa-s-uteplitelem-2246679908/"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"OZON";"Мотоботы FXR Helium BOA с утеплителем";"49646.0";"-11229.0";"-18.4";"90.0";"https://www.ozon.ru/product/motoboty-fxr-helium-boa-s-uteplitelem-2246679908/"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"OZON";"Ботинки снегоходные FXR X-Cross Pro BOA с утеплителем";"33736.0";"-27139.0";"-44.6";"88.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-x-cross-pro-boa-s-uteplitelem-2247275408/"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"OZON";"Ботинки снегоходные FXR X-Cross Pro BOA с утеплителем";"33736.0";"-27139.0";"-44.6";"88.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-x-cross-pro-boa-s-uteplitelem-2247275408/"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"OZON";"Ботинки снегоходные FXR X-Cross Pro BOA с утеплителем";"33736.0";"-27139.0";"-44.6";"88.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-x-cross-pro-boa-s-uteplitelem-2247275408/"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"OZON";"Ботинки снегоходные FXR HELIUM DUAL BOA 21";"76432.0";"15557.0";"25.6";"85.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-dual-boa-21-1847257761/"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"OZON";"Ботинки снегоходные FXR HELIUM DUAL BOA 21";"76432.0";"15557.0";"25.6";"85.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-dual-boa-21-1847257761/"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"OZON";"Ботинки снегоходные FXR HELIUM DUAL BOA 21";"76432.0";"15557.0";"25.6";"85.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-dual-boa-21-1847257761/"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"OZON";"Ботинки снегоходные FXR HELIUM BOA BOOT";"47310.0";"-6440.0";"-12.0";"83.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-boa-boot-1690111005/"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"OZON";"Ботинки снегоходные FXR HELIUM BOA BOOT";"47310.0";"-6440.0";"-12.0";"83.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-boa-boot-1690095984/"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"OZON";"Ботинки снегоходные FXR HELIUM BOA BOOT";"61285.0";"7535.0";"14.0";"83.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-boa-boot-1751030795/"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"OZON";"Ботинки снегоходные FXR HELIUM DUAL BOA 21";"76432.0";"22682.0";"42.2";"83.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-dual-boa-21-1847257761/"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"OZON";"Ботинки снегоходные FXR HELIUM BOA 21 Black/Hi Vis";"65173.0";"11423.0";"21.2";"83.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-boa-21-black-hi-vis-2133612243/"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"OZON";"Ботинки снегоходные FXR HELIUM BOA BOOT";"47310.0";"-6440.0";"-12.0";"83.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-boa-boot-1690111005/"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"OZON";"Ботинки снегоходные FXR HELIUM BOA BOOT";"47310.0";"-6440.0";"-12.0";"83.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-boa-boot-1690095984/"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"OZON";"Ботинки снегоходные FXR HELIUM DUAL BOA 21";"76432.0";"22682.0";"42.2";"83.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-dual-boa-21-1847257761/"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"OZON";"Ботинки снегоходные FXR HELIUM BOA BOOT";"61285.0";"7535.0";"14.0";"83.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-boa-boot-1751030795/"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"OZON";"Ботинки снегоходные FXR HELIUM BOA 21 Black/Hi Vis";"65173.0";"11423.0";"21.2";"83.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-boa-21-black-hi-vis-2133612243/"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"OZON";"Ботинки снегоходные FXR HELIUM DUAL BOA 21";"76432.0";"22682.0";"42.2";"83.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-dual-boa-21-1847257761/"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"OZON";"Ботинки снегоходные FXR HELIUM BOA BOOT";"47310.0";"-6440.0";"-12.0";"83.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-boa-boot-1690111005/"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"OZON";"Ботинки снегоходные FXR HELIUM BOA BOOT";"47310.0";"-6440.0";"-12.0";"83.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-boa-boot-1690095984/"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"OZON";"Ботинки снегоходные FXR HELIUM BOA BOOT";"61285.0";"7535.0";"14.0";"83.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-boa-boot-1751030795/"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"OZON";"Ботинки снегоходные FXR HELIUM BOA 21 Black/Hi Vis";"65173.0";"11423.0";"21.2";"83.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-boa-21-black-hi-vis-2133612243/"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"OZON";"Ботинки снегоходные FXR Helium";"68998.0";"15248.0";"28.4";"82.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-703214494/"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"OZON";"Ботинки снегоходные FXR Helium";"68998.0";"8123.0";"13.3";"82.0";"https://www.ozon.ru/product/botinki-snegohodnye-fxr-helium-703214494/"
