"Товар 1С";"Артикул";"Цена 1С (руб)";"Маркетплейс";"Название на маркетплейсе";"Цена конкурента (руб)";"Разница (руб)";"Разница (%)";"Совпадение (%)";"Ссылка"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"Avito";"Ботинки FXR Elevation Dual BOA (11) в Самаре";"20000.0";"-44100.0";"-68.8";"88.0";"https://www.avito.ru/samara/odezhda_obuv_aksessuary/botinki_fxr_elevation_dual_boa_11_7621341703"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"Avito";"Ботинки FXR Helium Dual BOA с утеплителем (Black/S в Москве";"44000.0";"-20100.0";"-31.4";"88.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/botinki_fxr_helium_dual_boa_s_uteplitelem_blacks_4332612072"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"Avito";"Ботинки FXR Helium Dual BOA с утеплителем (Black/S в Москве";"44000.0";"-20100.0";"-31.4";"88.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/botinki_fxr_helium_dual_boa_s_uteplitelem_blacks_4332612072"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"Avito";"Ботинки FXR Elevation Dual BOA Black 220725-1000 (12) в Красноярске";"49000.0";"-15100.0";"-23.6";"87.0";"https://www.avito.ru/krasnoyarsk/zapchasti_i_aksessuary/botinki_fxr_elevation_dual_boa_black_220725-1000_12_2905518945"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"Avito";"Ботинки FXR Backshift BOA с утеплителем. Black в Новокузнецке";"24990.0";"-39110.0";"-61.0";"85.0";"https://www.avito.ru/novokuznetsk/odezhda_obuv_aksessuary/botinki_fxr_backshift_boa_s_uteplitelem._black_7429957148"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"Avito";"Ботинки снегоходные FXR Helium BOA с утеплителем в Москве";"34000.0";"-30100.0";"-47.0";"85.0";"https://www.avito.ru/moskva/sport_i_otdyh/botinki_snegohodnye_fxr_helium_boa_s_uteplitelem_7709036187"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"Avito";"Ботинки FXR Helium BOA с утеплителем Black/Hi Vis в Уфе";"42950.0";"-21150.0";"-33.0";"85.0";"https://www.avito.ru/ufa/zapchasti_i_aksessuary/botinki_fxr_helium_boa_s_uteplitelem_blackhi_vis_3209486473"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"Avito";"Ботинки FXR Helium BOA с утеплителем (Black, 7/9) в Уфе";"42950.0";"-21150.0";"-33.0";"85.0";"https://www.avito.ru/ufa/zapchasti_i_aksessuary/botinki_fxr_helium_boa_s_uteplitelem_black_79_3209712338"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"Avito";"Ботинки снегоходные FXR Helium BOA с утеплителем в Москве";"34000.0";"-30100.0";"-47.0";"85.0";"https://www.avito.ru/moskva/sport_i_otdyh/botinki_snegohodnye_fxr_helium_boa_s_uteplitelem_7709036187"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"Avito";"Ботинки FXR Helium BOA с утеплителем в Сургуте";"43000.0";"-21100.0";"-32.9";"85.0";"https://www.avito.ru/surgut/zapchasti_i_aksessuary/botinki_fxr_helium_boa_s_uteplitelem_4255520945"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"Avito";"Ботинки снегоходные FXR Helium BOA с утеплителем в Москве";"34000.0";"-30100.0";"-47.0";"85.0";"https://www.avito.ru/moskva/sport_i_otdyh/botinki_snegohodnye_fxr_helium_boa_s_uteplitelem_7709036187"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"Avito";"Ботинки FXR Helium BOA с утеплителем Black/HiVis в Самаре";"53750.0";"-10350.0";"-16.1";"85.0";"https://www.avito.ru/samara/zapchasti_i_aksessuary/botinki_fxr_helium_boa_s_uteplitelem_blackhivis_7696236155"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"Avito";"Ботинки FXR Helium BOA с утеплителем в Сургуте";"43000.0";"-21100.0";"-32.9";"85.0";"https://www.avito.ru/surgut/zapchasti_i_aksessuary/botinki_fxr_helium_boa_s_uteplitelem_4255047767"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"Avito";"Ботинки FXR Helium BOA с утеплителем Black в Самаре";"53750.0";"-10350.0";"-16.1";"85.0";"https://www.avito.ru/samara/zapchasti_i_aksessuary/botinki_fxr_helium_boa_s_uteplitelem_black_7696208959"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"Avito";"Ботинки снегоходные FXR Helium BOA с утеплителем в Москве";"34000.0";"-30100.0";"-47.0";"85.0";"https://www.avito.ru/moskva/sport_i_otdyh/botinki_snegohodnye_fxr_helium_boa_s_uteplitelem_7709036187"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"Avito";"Ботинки FXR Helium Pro с утеплителем в Владимире";"37080.0";"-27020.0";"-42.1";"80.0";"https://www.avito.ru/vladimir/zapchasti_i_aksessuary/botinki_fxr_helium_pro_s_uteplitelem_4654847809"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"Avito";"Ботинки FXR Helium dual Black в Владимире";"52605.0";"-11495.0";"-17.9";"76.0";"https://www.avito.ru/vladimir/zapchasti_i_aksessuary/botinki_fxr_helium_dual_black_3631483145"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"Avito";"Ботинки FXR Helium Dual BOA Black в Санкт-Петербурге";"55490.0";"-8610.0";"-13.4";"76.0";"https://www.avito.ru/sankt-peterburg/zapchasti_i_aksessuary/botinki_fxr_helium_dual_boa_black_2227811887"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"Avito";"Ботинки FXR Helium Dual BOA Black в Санкт-Петербурге";"55490.0";"-8610.0";"-13.4";"76.0";"https://www.avito.ru/sankt-peterburg/zapchasti_i_aksessuary/botinki_fxr_helium_dual_boa_black_2227811887"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"Avito";"Снегоходные ботинки FXR Helium Duat BOA в Тюмени";"45000.0";"-19100.0";"-29.8";"74.0";"https://www.avito.ru/tyumen/zapchasti_i_aksessuary/snegohodnye_botinki_fxr_helium_duat_boa_3755969857"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"Avito";"Ботинки FXR Helium Dual BOA Black 210704-1000 (9) в Красноярске";"70350.0";"6250.0";"9.8";"73.0";"https://www.avito.ru/krasnoyarsk/zapchasti_i_aksessuary/botinki_fxr_helium_dual_boa_black_210704-1000_9_2617201103"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"Avito";"Ботинки снегоходные муж. FXR Helium dual BOA в Иваново";"61400.0";"-2700.0";"-4.2";"73.0";"https://www.avito.ru/ivanovo/zapchasti_i_aksessuary/botinki_snegohodnye_muzh._fxr_helium_dual_boa_2717625766"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"Avito";"Ботинки снегоходные FXR Helium Dual BOA Boot в Санкт-Петербурге";"77390.0";"13290.0";"20.7";"73.0";"https://www.avito.ru/sankt-peterburg/zapchasti_i_aksessuary/botinki_snegohodnye_fxr_helium_dual_boa_boot_4664179898"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"Avito";"FXR Ботинки Helium Lite BOA boot 2019 с утеплителе в Екатеринбурге";"37000.0";"-27100.0";"-42.3";"72.0";"https://www.avito.ru/ekaterinburg/sport_i_otdyh/fxr_botinki_helium_lite_boa_boot_2019_s_uteplitele_4556849557"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"Avito";"Ботинки FXR Helium Pro в Санкт-Петербурге";"35000.0";"-29100.0";"-45.4";"71.0";"https://www.avito.ru/sankt-peterburg/zapchasti_i_aksessuary/botinki_fxr_helium_pro_2067525750"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"Wildberries";"FXR/Ботинки зимние снегоходные Helium Dual BOA с утеплителем /Ботинки зимние снегоходные Helium Dual BOA с утеплителем";"64608.0";"508.0";"0.8";"71.0";"https://www.wildberries.ru/catalog/370889471/detail.aspx"
"Ботинки FXR Elevation Dual BOA с утеплителем";"_Ботинки_FXR_Ele";"64100.0";"Wildberries";"FXR/Ботинки зимние снегоходные Helium Dual BOA с утеплителем /Ботинки зимние снегоходные Helium Dual BOA с утеплителем";"64608.0";"508.0";"0.8";"71.0";"https://www.wildberries.ru/catalog/370889471/detail.aspx"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки снегоходные FXR Helium BOA с утеплителем в Москве";"34000.0";"-19750.0";"-36.7";"100.0";"https://www.avito.ru/moskva/sport_i_otdyh/botinki_snegohodnye_fxr_helium_boa_s_uteplitelem_7709036187"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium Dual BOA с утеплителем в Петрозаводске";"70363.0";"16613.0";"30.9";"100.0";"https://www.avito.ru/petrozavodsk/sport_i_otdyh/botinki_fxr_helium_dual_boa_s_uteplitelem_2693593728"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium Dual BOA с утеплителем Black 11 в Перми";"56300.0";"2550.0";"4.7";"100.0";"https://www.avito.ru/perm/odezhda_obuv_aksessuary/botinki_fxr_helium_dual_boa_s_uteplitelem_black_11_2483945741"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium BOA с утеплителем Black/Hi Vis в Уфе";"42950.0";"-10800.0";"-20.1";"100.0";"https://www.avito.ru/ufa/zapchasti_i_aksessuary/botinki_fxr_helium_boa_s_uteplitelem_blackhi_vis_3209486473"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium BOA с утеплителем (Black, 7/9) в Уфе";"42950.0";"-10800.0";"-20.1";"100.0";"https://www.avito.ru/ufa/zapchasti_i_aksessuary/botinki_fxr_helium_boa_s_uteplitelem_black_79_3209712338"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки снегоходные FXR Helium BOA с утеплителем в Москве";"34000.0";"-19750.0";"-36.7";"100.0";"https://www.avito.ru/moskva/sport_i_otdyh/botinki_snegohodnye_fxr_helium_boa_s_uteplitelem_7709036187"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium Dual BOA с утеплителем в Петрозаводске";"70363.0";"16613.0";"30.9";"100.0";"https://www.avito.ru/petrozavodsk/sport_i_otdyh/botinki_fxr_helium_dual_boa_s_uteplitelem_2693593728"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium Dual BOA с утеплителем Black 11 в Перми";"56300.0";"2550.0";"4.7";"100.0";"https://www.avito.ru/perm/odezhda_obuv_aksessuary/botinki_fxr_helium_dual_boa_s_uteplitelem_black_11_2483945741"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium BOA с утеплителем в Сургуте";"43000.0";"-10750.0";"-20.0";"100.0";"https://www.avito.ru/surgut/zapchasti_i_aksessuary/botinki_fxr_helium_boa_s_uteplitelem_4255520945"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium Dual BOA с утеплителем (Black) в Москве";"44000.0";"-9750.0";"-18.1";"100.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/botinki_fxr_helium_dual_boa_s_uteplitelem_black_4333043201"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки снегоходные FXR Helium BOA с утеплителем в Москве";"34000.0";"-19750.0";"-36.7";"100.0";"https://www.avito.ru/moskva/sport_i_otdyh/botinki_snegohodnye_fxr_helium_boa_s_uteplitelem_7709036187"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium BOA с утеплителем Black/HiVis в Самаре";"53750.0";"0.0";"0.0";"100.0";"https://www.avito.ru/samara/zapchasti_i_aksessuary/botinki_fxr_helium_boa_s_uteplitelem_blackhivis_7696236155"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium BOA с утеплителем в Сургуте";"43000.0";"-10750.0";"-20.0";"100.0";"https://www.avito.ru/surgut/zapchasti_i_aksessuary/botinki_fxr_helium_boa_s_uteplitelem_4255047767"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium Dual BOA Black с утеплителем в Санкт-Петербурге";"46990.0";"-6760.0";"-12.6";"100.0";"https://www.avito.ru/sankt-peterburg/zapchasti_i_aksessuary/botinki_fxr_helium_dual_boa_black_s_uteplitelem_3352185250"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium BOA с утеплителем Black в Самаре";"53750.0";"0.0";"0.0";"100.0";"https://www.avito.ru/samara/zapchasti_i_aksessuary/botinki_fxr_helium_boa_s_uteplitelem_black_7696208959"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium Dual BOA с утеплителем (Black) в Москве";"44000.0";"-9750.0";"-18.1";"100.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/botinki_fxr_helium_dual_boa_s_uteplitelem_black_4333043201"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium Dual BOA Black с утеплителем в Санкт-Петербурге";"46990.0";"-6760.0";"-12.6";"100.0";"https://www.avito.ru/sankt-peterburg/zapchasti_i_aksessuary/botinki_fxr_helium_dual_boa_black_s_uteplitelem_3352185250"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium Dual BOA с утеплителем в Петрозаводске";"70363.0";"16613.0";"30.9";"100.0";"https://www.avito.ru/petrozavodsk/sport_i_otdyh/botinki_fxr_helium_dual_boa_s_uteplitelem_2693593728"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium Dual BOA с утеплителем Black в Самаре";"60875.0";"7125.0";"13.3";"100.0";"https://www.avito.ru/samara/zapchasti_i_aksessuary/botinki_fxr_helium_dual_boa_s_uteplitelem_black_7696050566"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium Dual BOA с утеплителем Black 2 в Красноярске";"70363.0";"16613.0";"30.9";"100.0";"https://www.avito.ru/krasnoyarsk/odezhda_obuv_aksessuary/botinki_fxr_helium_dual_boa_s_uteplitelem_black_2_4670090838"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium Dual BOA с утеплителем (Black в Красноярске";"58420.0";"4670.0";"8.7";"100.0";"https://www.avito.ru/krasnoyarsk/odezhda_obuv_aksessuary/botinki_fxr_helium_dual_boa_s_uteplitelem_black_4669570745"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium Dual BOA с утеплителем Black 11 в Перми";"56300.0";"2550.0";"4.7";"100.0";"https://www.avito.ru/perm/odezhda_obuv_aksessuary/botinki_fxr_helium_dual_boa_s_uteplitelem_black_11_2483945741"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium Dual BOA с утеплителем (Black в Красноярске";"58420.0";"4670.0";"8.7";"100.0";"https://www.avito.ru/krasnoyarsk/odezhda_obuv_aksessuary/botinki_fxr_helium_dual_boa_s_uteplitelem_black_7357430215"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки снегоходные FXR Helium BOA с утеплителем в Москве";"34000.0";"-19750.0";"-36.7";"100.0";"https://www.avito.ru/moskva/sport_i_otdyh/botinki_snegohodnye_fxr_helium_boa_s_uteplitelem_7709036187"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium Dual BOA с утеплителем в Петрозаводске";"70363.0";"9488.0";"15.6";"100.0";"https://www.avito.ru/petrozavodsk/sport_i_otdyh/botinki_fxr_helium_dual_boa_s_uteplitelem_2693593728"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium Dual BOA с утеплителем Black 11 в Перми";"56300.0";"-4575.0";"-7.5";"100.0";"https://www.avito.ru/perm/odezhda_obuv_aksessuary/botinki_fxr_helium_dual_boa_s_uteplitelem_black_11_2483945741"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium Dual BOA с утеплителем в Петрозаводске";"70363.0";"9488.0";"15.6";"100.0";"https://www.avito.ru/petrozavodsk/sport_i_otdyh/botinki_fxr_helium_dual_boa_s_uteplitelem_2693593728"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium Dual BOA с утеплителем Black 11 в Перми";"56300.0";"-4575.0";"-7.5";"100.0";"https://www.avito.ru/perm/odezhda_obuv_aksessuary/botinki_fxr_helium_dual_boa_s_uteplitelem_black_11_2483945741"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium Dual BOA с утеплителем (Black) в Москве";"44000.0";"-16875.0";"-27.7";"100.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/botinki_fxr_helium_dual_boa_s_uteplitelem_black_4333043201"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium Dual BOA Black с утеплителем в Санкт-Петербурге";"46990.0";"-13885.0";"-22.8";"100.0";"https://www.avito.ru/sankt-peterburg/zapchasti_i_aksessuary/botinki_fxr_helium_dual_boa_black_s_uteplitelem_3352185250"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium Dual BOA с утеплителем (Black) в Москве";"44000.0";"-16875.0";"-27.7";"100.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/botinki_fxr_helium_dual_boa_s_uteplitelem_black_4333043201"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium Dual BOA Black с утеплителем в Санкт-Петербурге";"46990.0";"-13885.0";"-22.8";"100.0";"https://www.avito.ru/sankt-peterburg/zapchasti_i_aksessuary/botinki_fxr_helium_dual_boa_black_s_uteplitelem_3352185250"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium Dual BOA с утеплителем в Петрозаводске";"70363.0";"9488.0";"15.6";"100.0";"https://www.avito.ru/petrozavodsk/sport_i_otdyh/botinki_fxr_helium_dual_boa_s_uteplitelem_2693593728"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium Dual BOA с утеплителем Black в Самаре";"60875.0";"0.0";"0.0";"100.0";"https://www.avito.ru/samara/zapchasti_i_aksessuary/botinki_fxr_helium_dual_boa_s_uteplitelem_black_7696050566"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium Dual BOA с утеплителем Black 2 в Красноярске";"70363.0";"9488.0";"15.6";"100.0";"https://www.avito.ru/krasnoyarsk/odezhda_obuv_aksessuary/botinki_fxr_helium_dual_boa_s_uteplitelem_black_2_4670090838"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium Dual BOA с утеплителем (Black в Красноярске";"58420.0";"-2455.0";"-4.0";"100.0";"https://www.avito.ru/krasnoyarsk/odezhda_obuv_aksessuary/botinki_fxr_helium_dual_boa_s_uteplitelem_black_4669570745"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium Dual BOA с утеплителем Black 11 в Перми";"56300.0";"-4575.0";"-7.5";"100.0";"https://www.avito.ru/perm/odezhda_obuv_aksessuary/botinki_fxr_helium_dual_boa_s_uteplitelem_black_11_2483945741"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium Dual BOA с утеплителем (Black в Красноярске";"58420.0";"-2455.0";"-4.0";"100.0";"https://www.avito.ru/krasnoyarsk/odezhda_obuv_aksessuary/botinki_fxr_helium_dual_boa_s_uteplitelem_black_7357430215"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium Dual BOA с утеплителем (Black/S в Москве";"44000.0";"-9750.0";"-18.1";"97.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/botinki_fxr_helium_dual_boa_s_uteplitelem_blacks_4332612072"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium Dual BOA с утеплителем (Black/S в Москве";"44000.0";"-9750.0";"-18.1";"97.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/botinki_fxr_helium_dual_boa_s_uteplitelem_blacks_4332612072"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium Dual BOA с утеплителем (Black/S в Москве";"44000.0";"-16875.0";"-27.7";"97.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/botinki_fxr_helium_dual_boa_s_uteplitelem_blacks_4332612072"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium Dual BOA с утеплителем (Black/S в Москве";"44000.0";"-16875.0";"-27.7";"97.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/botinki_fxr_helium_dual_boa_s_uteplitelem_blacks_4332612072"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium Pro с утеплителем в Владимире";"37080.0";"-16670.0";"-31.0";"96.0";"https://www.avito.ru/vladimir/zapchasti_i_aksessuary/botinki_fxr_helium_pro_s_uteplitelem_4654847809"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки снегоходные FXR Helium BOA с утеплителем в Москве";"34000.0";"-26875.0";"-44.1";"96.0";"https://www.avito.ru/moskva/sport_i_otdyh/botinki_snegohodnye_fxr_helium_boa_s_uteplitelem_7709036187"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium BOA с утеплителем Black/Hi Vis в Уфе";"42950.0";"-17925.0";"-29.4";"96.0";"https://www.avito.ru/ufa/zapchasti_i_aksessuary/botinki_fxr_helium_boa_s_uteplitelem_blackhi_vis_3209486473"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium BOA с утеплителем (Black, 7/9) в Уфе";"42950.0";"-17925.0";"-29.4";"96.0";"https://www.avito.ru/ufa/zapchasti_i_aksessuary/botinki_fxr_helium_boa_s_uteplitelem_black_79_3209712338"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки снегоходные FXR Helium BOA с утеплителем в Москве";"34000.0";"-26875.0";"-44.1";"96.0";"https://www.avito.ru/moskva/sport_i_otdyh/botinki_snegohodnye_fxr_helium_boa_s_uteplitelem_7709036187"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium BOA с утеплителем в Сургуте";"43000.0";"-17875.0";"-29.4";"96.0";"https://www.avito.ru/surgut/zapchasti_i_aksessuary/botinki_fxr_helium_boa_s_uteplitelem_4255520945"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки снегоходные FXR Helium BOA с утеплителем в Москве";"34000.0";"-26875.0";"-44.1";"96.0";"https://www.avito.ru/moskva/sport_i_otdyh/botinki_snegohodnye_fxr_helium_boa_s_uteplitelem_7709036187"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium BOA с утеплителем Black/HiVis в Самаре";"53750.0";"-7125.0";"-11.7";"96.0";"https://www.avito.ru/samara/zapchasti_i_aksessuary/botinki_fxr_helium_boa_s_uteplitelem_blackhivis_7696236155"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium BOA с утеплителем в Сургуте";"43000.0";"-17875.0";"-29.4";"96.0";"https://www.avito.ru/surgut/zapchasti_i_aksessuary/botinki_fxr_helium_boa_s_uteplitelem_4255047767"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Helium BOA с утеплителем Black в Самаре";"53750.0";"-7125.0";"-11.7";"96.0";"https://www.avito.ru/samara/zapchasti_i_aksessuary/botinki_fxr_helium_boa_s_uteplitelem_black_7696208959"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки снегоходные FXR Helium BOA с утеплителем в Москве";"34000.0";"-26875.0";"-44.1";"96.0";"https://www.avito.ru/moskva/sport_i_otdyh/botinki_snegohodnye_fxr_helium_boa_s_uteplitelem_7709036187"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Elevation Dual BOA с утеплителем в Тюмени";"63642.0";"2767.0";"4.5";"94.0";"https://www.avito.ru/tyumen/zapchasti_i_aksessuary/botinki_fxr_elevation_dual_boa_s_uteplitelem_2053309429"
"Ботинки FXR Helium BOA с утеплителем";"_Ботинки_FXR_Hel";"53750.0";"Avito";"Ботинки FXR Elevation Dual BOA с утеплителем Black в Самаре";"64100.0";"3225.0";"5.3";"94.0";"https://www.avito.ru/samara/zapchasti_i_aksessuary/botinki_fxr_elevation_dual_boa_s_uteplitelem_black_7696936940"
