"Нумерация";"Товар 1С";"Артикул";"Цена 1С (руб)";"Маркетплейс";"Название на маркетплейсе";"Цена конкурента (руб)";"Разница (руб)";"Совпадение (%)";"Отзывов";"Рейтинг";"Ссылка"
"47";"Перчатки подростковые FXR Helix Race с утеплителем";"FXR_Helix_Race";"8100.0";"Не найдено";"";"";"";"";"";"";""
"48";"Плащ зимний DragonFly Race Coat";"DragonFly_Race_Coat";"27500.0";"Не найдено";"";"";"";"";"";"";""
"49";"Плащ зимний DragonFly Race Coat  WINTER SUNSET";"DragonFly_Race_Coat_WINTER_SUNSET";"28500.0";"Не найдено";"";"";"";"";"";"";""
"50";"Сидушка неопреновая DragonFly";"DragonFly";"4200.0";"Не найдено";"";"";"";"";"";"";""
"51";"Термомуфта на руль Starks Warm 30";"Starks_Warm_30";"2600.0";"Не найдено";"";"";"";"";"";"";""
"52";"Термомуфта на руль Starks Warm 35";"Starks_Warm_35";"4990.0";"Не найдено";"";"";"";"";"";"";""
"53";"Шлем 509 Altitude 2.0";"509_Altitude_2_0";"48300.0";"Не найдено";"";"";"";"";"";"";""
"54";"Шлем 509 Altitude Fidlock";"509_Altitude_Fidlock";"40300.0";"Не найдено";"";"";"";"";"";"";""
"55";"Шлем 509 Delta R3L с подогревом";"509_Delta_R3L";"80400.0";"Не найдено";"";"";"";"";"";"";""
"56";"Шлем 509 Tactical 2.0";"509_Tactical_2_0";"29600.0";"Не найдено";"";"";"";"";"";"";""
"57";"Шлем FXR Helium Carbon";"FXR_Helium_Carbon";"65350.0";"Не найдено";"";"";"";"";"";"";""
"58";"Шлем FXR Helium Carbon W/ Auto Buckle";"FXR_Helium_Carbon_W_Auto_Buckle";"71100.0";"Не найдено";"";"";"";"";"";"";""
"59";"Шлем FXR Helium Carbon W/ Fidlock";"FXR_Helium_Carbon_W_Fidlock";"74170.0";"Не найдено";"";"";"";"";"";"";""
"60";"Шлем FXR Maverick X Pro";"FXR_Maverick_X_Pro";"65800.0";"Не найдено";"";"";"";"";"";"";""
"61";"Шлем FXR Maverick X с подогревом";"FXR_Maverick_X";"77800.0";"Не найдено";"";"";"";"";"";"";""
"62";"Шлем FXR Torque Cold Stop QRS 22";"FXR_Torque_Cold_Stop_QRS_22";"35100.0";"Не найдено";"";"";"";"";"";"";""
"63";"Шлем FXR Torque Team";"FXR_Torque_Team";"22150.0";"Не найдено";"";"";"";"";"";"";""
"64";"Шлем GSB G-362";"GSB_G_362";"15490.0";"Не найдено";"";"";"";"";"";"";""
"65";"Шлем RSX HS-310 Severus";"RSX_HS_310_Severus";"26000.0";"Не найдено";"";"";"";"";"";"";""
"66";"Шлем RSX Iceman H-331 Winter";"RSX_Iceman_H_331_Winter";"23500.0";"Не найдено";"";"";"";"";"";"";""
"67";"Штаны женские DragonFly Sport";"DragonFly_Sport";"17500.0";"Не найдено";"";"";"";"";"";"";""
"68";"Штаны мужские DragonFly Expedition";"DragonFly_Expedition";"24000.0";"Не найдено";"";"";"";"";"";"";""
"69";"Штаны мужские DragonFly Expedition 2020";"DragonFly_Expedition_2020";"24000.0";"Не найдено";"";"";"";"";"";"";""
"70";"Штаны мужские DragonFly Sport";"DragonFly_Sport";"15000.0";"Не найдено";"";"";"";"";"";"";""
"71";"Штаны мужские DragonFly Sport 2019";"DragonFly_Sport_2019";"15000.0";"Не найдено";"";"";"";"";"";"";""
