"Товар 1С";"Артикул";"Цена 1С (руб)";"Маркетплейс";"Название на маркетплейсе";"Цена конкурента (руб)";"Разница (руб)";"Разница (%)";"Совпадение (%)";"Ссылка"
"Лист наклеек 035";"_Лист_накле";"550.0";"Avito";"Гайки колесные 14х1.5 в Москве";"900.0";"400.0";"80.0";"55.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/gayki_kolesnye_14h1.5_4605975890"
"Лист наклеек 035";"_Лист_накле";"550.0";"Avito";"Гайки колесные 14х1.5 в Москве";"500.0";"0.0";"0.0";"55.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/gayki_kolesnye_14h1.5_7434837277"
"Лист наклеек 035";"_Лист_накле";"550.0";"Avito";"Гайки колесные 14х1.5 в Москве";"900.0";"400.0";"80.0";"55.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/gayki_kolesnye_14h1.5_4605975890"
"Лист наклеек 035";"_Лист_накле";"550.0";"Avito";"Заклёпка Д 18 в Дзержинском";"550.0";"0.0";"0.0";"54.0";"https://www.avito.ru/dzerzhinskiy/zapchasti_i_aksessuary/zaklepka_d_18_1461152879"
"Лист наклеек 035";"_Лист_накле";"550.0";"Avito";"Заклёпка Д 18 в Дзержинском";"550.0";"50.0";"10.0";"54.0";"https://www.avito.ru/dzerzhinskiy/zapchasti_i_aksessuary/zaklepka_d_18_1461152879"
"Лист наклеек 035";"_Лист_накле";"550.0";"Avito";"Заклёпка Д 18 в Дзержинском";"550.0";"50.0";"10.0";"54.0";"https://www.avito.ru/dzerzhinskiy/zapchasti_i_aksessuary/zaklepka_d_18_1461152879"
"Лист наклеек 035";"_Лист_накле";"550.0";"Avito";"Заклёпка Д 18 в Дзержинском";"550.0";"50.0";"10.0";"54.0";"https://www.avito.ru/dzerzhinskiy/zapchasti_i_aksessuary/zaklepka_d_18_1461152879"
"Лист наклеек 035";"_Лист_накле";"550.0";"Avito";"Заклёпка Д 18 в Дзержинском";"550.0";"50.0";"10.0";"54.0";"https://www.avito.ru/dzerzhinskiy/zapchasti_i_aksessuary/zaklepka_d_18_1461152879"
"Лист наклеек 035";"_Лист_накле";"550.0";"Avito";"Заклёпка Д 18 в Дзержинском";"550.0";"50.0";"10.0";"54.0";"https://www.avito.ru/dzerzhinskiy/zapchasti_i_aksessuary/zaklepka_d_18_1461152879"
"Мотоигрушка Harley";"_Мотоигрушк";"100.0";"Не найдено";"";"";"";"";"";""
"Мотоигрушка Naked";"_Мотоигрушк";"100.0";"Не найдено";"";"";"";"";"";""
"Мотоигрушка Sport";"_Мотоигрушк";"100.0";"Не найдено";"";"";"";"";"";""
"Набор прокладок ЦПГ 154FMI-2 (S125) (54*54)ZS";"154FMI-2_Набор_прок";"100.0";"Не найдено";"";"";"";"";"";""
"Наклейка на крышку бака Kawasaki 001";"_Наклейка_н";"500.0";"Avito";"Гайка M25х1.5 никелированая латунь DKC 6006-25 в Курске";"700.0";"200.0";"40.0";"54.0";"https://www.avito.ru/kursk/remont_i_stroitelstvo/gayka_m25h1.5_nikelirovanaya_latun_dkc_6006-25_7433345624"
"Наушники для шлема на 3М основе";"_Наушники_д";"750.0";"Avito";"Заклепка, распорная в Москве";"40.0";"-710.0";"-94.7";"58.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/zaklepka_raspornaya_4639705211"
"Наушники для шлема на 3М основе";"_Наушники_д";"750.0";"Avito";"Заклёпка для крепления Renault в Москве";"100.0";"-650.0";"-86.7";"57.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/zaklepka_dlya_krepleniya_renault_7550962043"
"Наушники для шлема на 3М основе";"_Наушники_д";"750.0";"Avito";"Заклепка распорная в Орске";"39.0";"-711.0";"-94.8";"57.0";"https://www.avito.ru/orsk/zapchasti_i_aksessuary/zaklepka_raspornaya_3745020161"
"Наушники для шлема на 3М основе";"_Наушники_д";"750.0";"Avito";"Набор для игр Замок с приключениями в Химках";"2400.0";"1650.0";"220.0";"56.0";"https://www.avito.ru/himki/tovary_dlya_detey_i_igrushki/nabor_dlya_igr_zamok_s_priklyucheniyami_7632266503"
"Наушники для шлема на 3М основе";"_Наушники_д";"750.0";"Avito";"Заклепки нерж в Москве";"1.0";"-749.0";"-99.9";"56.0";"https://www.avito.ru/moskva/remont_i_stroitelstvo/zaklepki_nerzh_4019245234"
"Наушники для шлема на 3М основе";"_Наушники_д";"750.0";"Avito";"Гайки колесные м14х1.5-35мм конус в Москве";"1800.0";"1050.0";"140.0";"55.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/gayki_kolesnye_m14h1.5-35mm_konus_4555394697"
"Наушники для шлема на 3М основе";"_Наушники_д";"750.0";"Avito";"Гайки колесные м12х1.5-35мм конус в Москве";"1200.0";"450.0";"60.0";"55.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/gayki_kolesnye_m12h1.5-35mm_konus_7207467016"
"Наушники для шлема на 3М основе";"_Наушники_д";"750.0";"Avito";"Для Vertu Constellation V - разъем наушников в Москве";"465.0";"-285.0";"-38.0";"55.0";"https://www.avito.ru/moskva/telefony/dlya_vertu_constellation_v_-_razem_naushnikov_7201689645"
"Наушники для шлема на 3М основе";"_Наушники_д";"750.0";"Avito";"Замок для электрощита в Перми";"150.0";"-600.0";"-80.0";"55.0";"https://www.avito.ru/perm/remont_i_stroitelstvo/zamok_dlya_elektroschita_4098284209"
"Наушники для шлема на 3М основе";"_Наушники_д";"750.0";"Avito";"Гайки колесные 14х1.5 в Москве";"500.0";"-250.0";"-33.3";"55.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/gayki_kolesnye_14h1.5_7434837277"
"Наушники для шлема на 3М основе";"_Наушники_д";"750.0";"Avito";"Гайки колесные 14х1.5 в Москве";"900.0";"150.0";"20.0";"55.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/gayki_kolesnye_14h1.5_4605975890"
"Наушники для шлема на 3М основе";"_Наушники_д";"750.0";"Avito";"Корпус для сотового телефона siemens m35 в Москве";"750.0";"0.0";"0.0";"55.0";"https://www.avito.ru/moskva/telefony/korpus_dlya_sotovogo_telefona_siemens_m35_3435385121"
"Наушники для шлема на 3М основе";"_Наушники_д";"750.0";"Avito";"Заклепка распорная в Оренбурге";"39.0";"-711.0";"-94.8";"55.0";"https://www.avito.ru/orenburg/zapchasti_i_aksessuary/zaklepka_raspornaya_3844007687"
"Наушники для шлема на 3М основе";"_Наушники_д";"750.0";"Avito";"Заклепки из нержавейки в Нижнем Новгороде";"4.0";"-746.0";"-99.5";"54.0";"https://www.avito.ru/nizhniy_novgorod/remont_i_stroitelstvo/zaklepki_iz_nerzhaveyki_4709978321"
"Нейтрализатор запаха для обуви STARKS Shoes 100 мл";"_Нейтрализа";"590.0";"Avito";"Замок hama для продукции apple в Волгограде";"1500.0";"1050.0";"233.3";"55.0";"https://www.avito.ru/volgograd/telefony/zamok_hama_dlya_produktsii_apple_7579824622"
"Нейтрализатор запаха для обуви STARKS Shoes 100 мл";"_Нейтрализа";"590.0";"Avito";"Заклёпка разрезная AL/AL 4,0x21 в Москве";"5000.0";"4610.0";"1182.0";"55.0";"https://www.avito.ru/moskva/remont_i_stroitelstvo/zaklepka_razreznaya_alal_40x21_3615619577"
"Нейтрализатор запаха для экипировки STARKS Equipment 100 мл";"_Нейтрализа";"450.0";"Avito";"Замок hama для продукции apple в Волгограде";"1500.0";"1050.0";"233.3";"55.0";"https://www.avito.ru/volgograd/telefony/zamok_hama_dlya_produktsii_apple_7579824622"
"Нейтрализатор запаха для экипировки STARKS Equipment 100 мл";"_Нейтрализа";"450.0";"Avito";"Заклёпка разрезная AL/AL 4,0x21 в Москве";"5000.0";"4610.0";"1182.0";"55.0";"https://www.avito.ru/moskva/remont_i_stroitelstvo/zaklepka_razreznaya_alal_40x21_3615619577"
"Нейтрализатор запаха животных STARKS Pet animal 100 мл";"_Нейтрализа";"390.0";"Avito";"Замок hama для продукции apple в Волгограде";"1500.0";"1050.0";"233.3";"55.0";"https://www.avito.ru/volgograd/telefony/zamok_hama_dlya_produktsii_apple_7579824622"
"Нейтрализатор запаха животных STARKS Pet animal 100 мл";"_Нейтрализа";"390.0";"Avito";"Заклёпка разрезная AL/AL 4,0x21 в Москве";"5000.0";"4610.0";"1182.0";"55.0";"https://www.avito.ru/moskva/remont_i_stroitelstvo/zaklepka_razreznaya_alal_40x21_3615619577"
"Носки STARKS";"_Носки_STAR";"350.0";"Не найдено";"";"";"";"";"";""
"Очиститель визора и шлема LAVR";"_Очиститель";"150.0";"Avito";"Гайка 12х1.5 конус. внутренний шестигранник в Уфе";"75.0";"-605.0";"-89.0";"59.0";"https://www.avito.ru/ufa/zapchasti_i_aksessuary/gayka_12h1.5_konus._vnutrenniy_shestigrannik_4087849446"
"Очиститель визора и шлема LAVR";"_Очиститель";"150.0";"Avito";"Для Vertu Constellation V - рамка дисплея в Москве";"744.0";"-131.0";"-15.0";"56.0";"https://www.avito.ru/moskva/telefony/dlya_vertu_constellation_v_-_ramka_displeya_7201271097"
"Очиститель визора и шлема LAVR";"_Очиститель";"150.0";"Avito";"Для Vertu Constellation V - модуль под ремонт в Москве";"465.0";"-410.0";"-46.9";"55.0";"https://www.avito.ru/moskva/telefony/dlya_vertu_constellation_v_-_modul_pod_remont_7202022631"
"Очиститель визора и шлема LAVR";"_Очиститель";"150.0";"Avito";"Замок hama для продукции apple в Волгограде";"1500.0";"625.0";"71.4";"55.0";"https://www.avito.ru/volgograd/telefony/zamok_hama_dlya_produktsii_apple_7579824622"
"Очиститель визора и шлема LAVR";"_Очиститель";"150.0";"Avito";"Заклепка полупустотелые в Мурино";"50.0";"-100.0";"-66.7";"54.0";"https://www.avito.ru/murino/remont_i_stroitelstvo/zaklepka_polupustotelye_7349324224"
"Очиститель визора и шлема LAVR";"_Очиститель";"150.0";"Avito";"Для Vertu Constellation V - накладка камеры в Москве";"465.0";"-410.0";"-46.9";"54.0";"https://www.avito.ru/moskva/telefony/dlya_vertu_constellation_v_-_nakladka_kamery_7201438732"
"Очиститель для рук  MOTUL M4 Hands Clean 100 мл";"_Очиститель";"875.0";"Avito";"Гайка 12х1.5 конус. внутренний шестигранник в Уфе";"75.0";"-605.0";"-89.0";"59.0";"https://www.avito.ru/ufa/zapchasti_i_aksessuary/gayka_12h1.5_konus._vnutrenniy_shestigrannik_4087849446"
"Очиститель для рук  MOTUL M4 Hands Clean 100 мл";"_Очиститель";"875.0";"Avito";"Для Vertu Constellation V - рамка дисплея в Москве";"744.0";"-131.0";"-15.0";"56.0";"https://www.avito.ru/moskva/telefony/dlya_vertu_constellation_v_-_ramka_displeya_7201271097"
"Очиститель для рук  MOTUL M4 Hands Clean 100 мл";"_Очиститель";"875.0";"Avito";"Для Vertu Constellation V - модуль под ремонт в Москве";"465.0";"-410.0";"-46.9";"55.0";"https://www.avito.ru/moskva/telefony/dlya_vertu_constellation_v_-_modul_pod_remont_7202022631"
"Очиститель для рук  MOTUL M4 Hands Clean 100 мл";"_Очиститель";"875.0";"Avito";"Замок hama для продукции apple в Волгограде";"1500.0";"625.0";"71.4";"55.0";"https://www.avito.ru/volgograd/telefony/zamok_hama_dlya_produktsii_apple_7579824622"
"Очиститель для рук  MOTUL M4 Hands Clean 100 мл";"_Очиститель";"875.0";"Avito";"Заклепка полупустотелые в Мурино";"50.0";"-100.0";"-66.7";"54.0";"https://www.avito.ru/murino/remont_i_stroitelstvo/zaklepka_polupustotelye_7349324224"
"Очиститель для рук  MOTUL M4 Hands Clean 100 мл";"_Очиститель";"875.0";"Avito";"Для Vertu Constellation V - накладка камеры в Москве";"465.0";"-410.0";"-46.9";"54.0";"https://www.avito.ru/moskva/telefony/dlya_vertu_constellation_v_-_nakladka_kamery_7201438732"
"Очищает забрала мотошлемов и создаёт покрытие, препятствующее запотеванию. Удаляет пыль, грязь, жиры, силиконы и остатки насекомых с забрал из любых полимерных материалов: поликарбоната, полиметилметакрилата, полистирола и т.п. Не оставляет мутной пленки после высыхания, не повреждает обрабатываемые материалы.";"_Очищает_за";"990.0";"Не найдено";"";"";"";"";"";""
"Очиститель мотоцикла LAVR MOTOLINE, 500 мл";"_Очиститель";"600.0";"Avito";"Гайка 12х1.5 конус. внутренний шестигранник в Уфе";"75.0";"-605.0";"-89.0";"59.0";"https://www.avito.ru/ufa/zapchasti_i_aksessuary/gayka_12h1.5_konus._vnutrenniy_shestigrannik_4087849446"
"Очиститель мотоцикла LAVR MOTOLINE, 500 мл";"_Очиститель";"600.0";"Avito";"Для Vertu Constellation V - рамка дисплея в Москве";"744.0";"-131.0";"-15.0";"56.0";"https://www.avito.ru/moskva/telefony/dlya_vertu_constellation_v_-_ramka_displeya_7201271097"
"Очиститель мотоцикла LAVR MOTOLINE, 500 мл";"_Очиститель";"600.0";"Avito";"Для Vertu Constellation V - модуль под ремонт в Москве";"465.0";"-410.0";"-46.9";"55.0";"https://www.avito.ru/moskva/telefony/dlya_vertu_constellation_v_-_modul_pod_remont_7202022631"
"Очиститель мотоцикла LAVR MOTOLINE, 500 мл";"_Очиститель";"600.0";"Avito";"Замок hama для продукции apple в Волгограде";"1500.0";"625.0";"71.4";"55.0";"https://www.avito.ru/volgograd/telefony/zamok_hama_dlya_produktsii_apple_7579824622"
"Очиститель мотоцикла LAVR MOTOLINE, 500 мл";"_Очиститель";"600.0";"Avito";"Заклепка полупустотелые в Мурино";"50.0";"-100.0";"-66.7";"54.0";"https://www.avito.ru/murino/remont_i_stroitelstvo/zaklepka_polupustotelye_7349324224"
"Очиститель мотоцикла LAVR MOTOLINE, 500 мл";"_Очиститель";"600.0";"Avito";"Для Vertu Constellation V - накладка камеры в Москве";"465.0";"-410.0";"-46.9";"54.0";"https://www.avito.ru/moskva/telefony/dlya_vertu_constellation_v_-_nakladka_kamery_7201438732"
"Очиститель мотоцикла MOTUL E7 Insect Remover 400 мл";"_Очиститель";"895.0";"Avito";"Гайка 12х1.5 конус. внутренний шестигранник в Уфе";"75.0";"-605.0";"-89.0";"59.0";"https://www.avito.ru/ufa/zapchasti_i_aksessuary/gayka_12h1.5_konus._vnutrenniy_shestigrannik_4087849446"
"Очиститель мотоцикла MOTUL E7 Insect Remover 400 мл";"_Очиститель";"895.0";"Avito";"Для Vertu Constellation V - рамка дисплея в Москве";"744.0";"-131.0";"-15.0";"56.0";"https://www.avito.ru/moskva/telefony/dlya_vertu_constellation_v_-_ramka_displeya_7201271097"
"Очиститель мотоцикла MOTUL E7 Insect Remover 400 мл";"_Очиститель";"895.0";"Avito";"Для Vertu Constellation V - модуль под ремонт в Москве";"465.0";"-410.0";"-46.9";"55.0";"https://www.avito.ru/moskva/telefony/dlya_vertu_constellation_v_-_modul_pod_remont_7202022631"
"Очиститель мотоцикла MOTUL E7 Insect Remover 400 мл";"_Очиститель";"895.0";"Avito";"Замок hama для продукции apple в Волгограде";"1500.0";"625.0";"71.4";"55.0";"https://www.avito.ru/volgograd/telefony/zamok_hama_dlya_produktsii_apple_7579824622"
"Очиститель мотоцикла MOTUL E7 Insect Remover 400 мл";"_Очиститель";"895.0";"Avito";"Заклепка полупустотелые в Мурино";"50.0";"-100.0";"-66.7";"54.0";"https://www.avito.ru/murino/remont_i_stroitelstvo/zaklepka_polupustotelye_7349324224"
"Очиститель мотоцикла MOTUL E7 Insect Remover 400 мл";"_Очиститель";"895.0";"Avito";"Для Vertu Constellation V - накладка камеры в Москве";"465.0";"-410.0";"-46.9";"54.0";"https://www.avito.ru/moskva/telefony/dlya_vertu_constellation_v_-_nakladka_kamery_7201438732"
"Очиститель обивки шлема STARKS 100мл";"_Очиститель";"500.0";"Avito";"Гайка 12х1.5 конус. внутренний шестигранник в Уфе";"75.0";"-605.0";"-89.0";"59.0";"https://www.avito.ru/ufa/zapchasti_i_aksessuary/gayka_12h1.5_konus._vnutrenniy_shestigrannik_4087849446"
"Очиститель обивки шлема STARKS 100мл";"_Очиститель";"500.0";"Avito";"Для Vertu Constellation V - рамка дисплея в Москве";"744.0";"-131.0";"-15.0";"56.0";"https://www.avito.ru/moskva/telefony/dlya_vertu_constellation_v_-_ramka_displeya_7201271097"
"Очиститель обивки шлема STARKS 100мл";"_Очиститель";"500.0";"Avito";"Для Vertu Constellation V - модуль под ремонт в Москве";"465.0";"-410.0";"-46.9";"55.0";"https://www.avito.ru/moskva/telefony/dlya_vertu_constellation_v_-_modul_pod_remont_7202022631"
"Очиститель обивки шлема STARKS 100мл";"_Очиститель";"500.0";"Avito";"Замок hama для продукции apple в Волгограде";"1500.0";"625.0";"71.4";"55.0";"https://www.avito.ru/volgograd/telefony/zamok_hama_dlya_produktsii_apple_7579824622"
"Очиститель обивки шлема STARKS 100мл";"_Очиститель";"500.0";"Avito";"Заклепка полупустотелые в Мурино";"50.0";"-100.0";"-66.7";"54.0";"https://www.avito.ru/murino/remont_i_stroitelstvo/zaklepka_polupustotelye_7349324224"
"Очиститель обивки шлема STARKS 100мл";"_Очиститель";"500.0";"Avito";"Для Vertu Constellation V - накладка камеры в Москве";"465.0";"-410.0";"-46.9";"54.0";"https://www.avito.ru/moskva/telefony/dlya_vertu_constellation_v_-_nakladka_kamery_7201438732"
"Специальный очиститель на основе высокоэффективной комбинации растворителей, обеспечивающий быструю и эффективную очистку и обезжиривание различных конструкционных элементов двухколесных транспортных средств. Очиститель специально разработан для очистки цепей мотоциклов, велосипедов, мотороллеров, мопедов и т.п. Подходит также для очистки цепей с кольцеобразными звеньями.";"_Специальны";"780.0";"Не найдено";"";"";"";"";"";""
"Специальное средство для быстрой очистки и обезжиривания всех типов приводных цепей мото- и велотехники. Расщепляет сложные въевшиеся загрязнения: смазку, дорожные и эксплуатационные загрязнения. Высокое давление в 5 атмосфер смывает грязь и смазку за считанные секунды. Совместим с устройствами для чистки цепи. Используется перед нанесением смазки.";"_Специально";"700.0";"Не найдено";"";"";"";"";"";""
"Очиститель цепи и механизмов мотоциклов ВМПАВТО 650мл";"_Очиститель";"450.0";"Avito";"Гайка 12х1.5 конус. внутренний шестигранник в Уфе";"75.0";"-605.0";"-89.0";"59.0";"https://www.avito.ru/ufa/zapchasti_i_aksessuary/gayka_12h1.5_konus._vnutrenniy_shestigrannik_4087849446"
"Очиститель цепи и механизмов мотоциклов ВМПАВТО 650мл";"_Очиститель";"450.0";"Avito";"Для Vertu Constellation V - рамка дисплея в Москве";"744.0";"-131.0";"-15.0";"56.0";"https://www.avito.ru/moskva/telefony/dlya_vertu_constellation_v_-_ramka_displeya_7201271097"
"Очиститель цепи и механизмов мотоциклов ВМПАВТО 650мл";"_Очиститель";"450.0";"Avito";"Для Vertu Constellation V - модуль под ремонт в Москве";"465.0";"-410.0";"-46.9";"55.0";"https://www.avito.ru/moskva/telefony/dlya_vertu_constellation_v_-_modul_pod_remont_7202022631"
"Очиститель цепи и механизмов мотоциклов ВМПАВТО 650мл";"_Очиститель";"450.0";"Avito";"Замок hama для продукции apple в Волгограде";"1500.0";"625.0";"71.4";"55.0";"https://www.avito.ru/volgograd/telefony/zamok_hama_dlya_produktsii_apple_7579824622"
"Очиститель цепи и механизмов мотоциклов ВМПАВТО 650мл";"_Очиститель";"450.0";"Avito";"Заклепка полупустотелые в Мурино";"50.0";"-100.0";"-66.7";"54.0";"https://www.avito.ru/murino/remont_i_stroitelstvo/zaklepka_polupustotelye_7349324224"
"Очиститель цепи и механизмов мотоциклов ВМПАВТО 650мл";"_Очиститель";"450.0";"Avito";"Для Vertu Constellation V - накладка камеры в Москве";"465.0";"-410.0";"-46.9";"54.0";"https://www.avito.ru/moskva/telefony/dlya_vertu_constellation_v_-_nakladka_kamery_7201438732"
"Очиститель шлема внутренний IPONE Helmet’In 150 мл";"_Очиститель";"680.0";"Avito";"Гайка 12х1.5 конус. внутренний шестигранник в Уфе";"75.0";"-605.0";"-89.0";"59.0";"https://www.avito.ru/ufa/zapchasti_i_aksessuary/gayka_12h1.5_konus._vnutrenniy_shestigrannik_4087849446"
"Очиститель шлема внутренний IPONE Helmet’In 150 мл";"_Очиститель";"680.0";"Avito";"Для Vertu Constellation V - рамка дисплея в Москве";"744.0";"-131.0";"-15.0";"56.0";"https://www.avito.ru/moskva/telefony/dlya_vertu_constellation_v_-_ramka_displeya_7201271097"
"Очиститель шлема внутренний IPONE Helmet’In 150 мл";"_Очиститель";"680.0";"Avito";"Для Vertu Constellation V - модуль под ремонт в Москве";"465.0";"-410.0";"-46.9";"55.0";"https://www.avito.ru/moskva/telefony/dlya_vertu_constellation_v_-_modul_pod_remont_7202022631"
"Очиститель шлема внутренний IPONE Helmet’In 150 мл";"_Очиститель";"680.0";"Avito";"Замок hama для продукции apple в Волгограде";"1500.0";"625.0";"71.4";"55.0";"https://www.avito.ru/volgograd/telefony/zamok_hama_dlya_produktsii_apple_7579824622"
"Очиститель шлема внутренний IPONE Helmet’In 150 мл";"_Очиститель";"680.0";"Avito";"Заклепка полупустотелые в Мурино";"50.0";"-100.0";"-66.7";"54.0";"https://www.avito.ru/murino/remont_i_stroitelstvo/zaklepka_polupustotelye_7349324224"
"Очиститель шлема внутренний IPONE Helmet’In 150 мл";"_Очиститель";"680.0";"Avito";"Для Vertu Constellation V - накладка камеры в Москве";"465.0";"-410.0";"-46.9";"54.0";"https://www.avito.ru/moskva/telefony/dlya_vertu_constellation_v_-_nakladka_kamery_7201438732"
"Пакет """"Почта России"""", 500х545";"_Пакет_""""По";"50.0";"Не найдено";"";"";"";"";"";""
"Пакет """"Почта России"""", 787х750";"_Пакет_""""По";"100.0";"Не найдено";"";"";"";"";"";""
"Перчатки Tanked";"_Перчатки_T";"800.0";"Не найдено";"";"";"";"";"";""
"Перчатки утепленные Pixel";"_Перчатки_у";"690.0";"Не найдено";"";"";"";"";"";""
"Подходит на все кроссовые мотоциклы с рулем 22мм (одинаковое сечение руля по всей длине без утолщения у основания)";"_Подходит_н";"450.0";"Не найдено";"";"";"";"";"";""
"Подходит на все кроссовые мотоциклы с рулем 22мм (одинаковое сечение руля по всей длине без утолщения у основания)";"_Подходит_н";"450.0";"Не найдено";"";"";"";"";"";""
"Подходит на все кроссовые мотоциклы с рулем 22мм (одинаковое сечение руля по всей длине без утолщения у основания)";"_Подходит_н";"450.0";"Не найдено";"";"";"";"";"";""
"Подходит на все кроссовые мотоциклы с рулем 22мм (одинаковое сечение руля по всей длине без утолщения у основания)";"_Подходит_н";"450.0";"Не найдено";"";"";"";"";"";""
"Подходит на все кроссовые мотоциклы с рулем 22мм (одинаковое сечение руля по всей длине без утолщения у основания)";"_Подходит_н";"450.0";"Не найдено";"";"";"";"";"";""
"Подходит на все кроссовые мотоциклы с рулем 22мм (одинаковое сечение руля по всей длине без утолщения у основания)";"_Подходит_н";"450.0";"Не найдено";"";"";"";"";"";""
"Подходит на все кроссовые мотоциклы с рулем 22мм (одинаковое сечение руля по всей длине без утолщения у основания)";"_Подходит_н";"550.0";"Не найдено";"";"";"";"";"";""
"Подходит на все кроссовые мотоциклы с рулем 22мм (одинаковое сечение руля по всей длине без утолщения у основания)";"_Подходит_н";"550.0";"Не найдено";"";"";"";"";"";""
"Подшипник шариковый ступицы колеса Bajaj KPBC6202";"KPBC6202_Подшипник_";"670.0";"Не найдено";"";"";"";"";"";""
"Подшлемник Hyperlook Exhilarant инновационный по своей сути, при его создании были использованы последние разработки итальянской текстильной компании Molinari Textile. Подшлемник состоит из пропиленового волокна и из особого полиэфирного шелка SilkSynth, который обеспечивает максимальную вентиляцию головы. Преимуществами пропиленовых волокон являются низкая плотность, хорошие вентиляционные свойства, высокие прочность и износостойкость, а также хемостойкость в кислых и щелочных средах. Данный подшлемник не будет мяться при одевании шлема, прекрасно поддается стирке и быстро сохнет. Модель Exhilarant рекомендована к использованию мото-спортсменам, а также обычным мотоциклистам в жаркую погоду.";"_Подшлемник";"700.0";"Не найдено";"";"";"";"";"";""
"Подшлемник Hyperlook Pancher предназначен для мотоциклистов, а так же любителей динамичных видов спорта. Ткань (итальянский хлопок) из которого на 95 % состоит изделие, отображает последние разработки текстильной компании Molinari Textile. Мотоподшлемник Hyperlook Pacnher  обеспечивает превосходную вентиляцию головы, благодаря чему испарение влаги происходит максимально быстро, ткань  подшлемника содержит полиэфирные волокна — это позволяет в значительной степени снизить разрушение волокон ткани, сделав ее более тонкой и нежной, хорошо воздухопроницаемой, а главное устойчивой к различного рода деформациям (растягиваниям, скручиваниие).";"_Подшлемник";"650.0";"Не найдено";"";"";"";"";"";""
"Детские подшлемник Hyperlook Pancher Kids предназначен для детей в возрасте от 4 до 12 лет, которые увлекаются авто и мотоспортом. На данном подшлемнике используется проверенная временем и гигиеническими испытаниями ткань итальянского производства, с добавлением нитей GoldToch, для повышения стерильности изделия. Стоит уделить внимание вырезу для глаз, который выполнен таким образом, что не будет препятствовать обзору 4-х летнего спортсмена, так и 12-ти, данного эффекта удалось достичь благодаря точным расчетам конструктаров и специальной резинки вокруг разреза для глаз. Подшлемник Hyperlook Pancher Kids позаботится о чистоте и защите головного покрова Вашего маленького спортсмена от агрессивных факторов окружающей среды, таких как : пыль, влага, грязь, снег и т.д.";"_Детские_по";"650.0";"Не найдено";"";"";"";"";"";""
"Подшлемник Hyperlook Winter Action";"_Подшлемник";"660.0";"Не найдено";"";"";"";"";"";""
"Подшлемник Hyperlook Winter Action KIDS";"_Подшлемник";"660.0";"Не найдено";"";"";"";"";"";""
"Подшлемник Simple";"_Подшлемник";"350.0";"Не найдено";"";"";"";"";"";""
"Подшлемник STARKS Light Kids";"_Подшлемник";"700.0";"Не найдено";"";"";"";"";"";""
"Подшлемник Tactic";"_Подшлемник";"890.0";"Не найдено";"";"";"";"";"";""
"Полироль MOTUL E8 Scratch Remover 100 мл";"_Полироль_M";"805.0";"Не найдено";"";"";"";"";"";""
"Полироль для хрома MOTUL E6 Chrome & Alu Polish 100 мл";"_Полироль_д";"790.0";"Не найдено";"";"";"";"";"";""
"прокладка цилиндра GR7 2T";"_прокладка_";"800.0";"Не найдено";"";"";"";"";"";""
"Пропитка воздушного фильтра ВМПАВТО 350 мл";"_Пропитка_в";"680.0";"Не найдено";"";"";"";"";"";""
"Пыльники рулевой колонки верхний Bajaj";"_Пыльники_р";"200.0";"Avito";"Трос замка двери задней (от замка к ручке) в Пензе";"78.0";"-122.0";"-61.0";"55.0";"https://www.avito.ru/penza/zapchasti_i_aksessuary/tros_zamka_dveri_zadney_ot_zamka_k_ruchke_3657425380"
"Рамка крепления ном. знака для квадроц. и снегохода CRAZY IRON  SUZUKI";"_Рамка_креп";"700.0";"Avito";"Заклёпка для крепления Renault в Москве";"100.0";"-600.0";"-85.7";"60.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/zaklepka_dlya_krepleniya_renault_7550962043"
"Рамка крепления ном. знака для квадроц. и снегохода CRAZY IRON  SUZUKI";"_Рамка_креп";"700.0";"Avito";"Заклёпка для крепления Renault в Москве";"100.0";"-600.0";"-85.7";"60.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/zaklepka_dlya_krepleniya_renault_7550962043"
"Рамка крепления ном. знака для квадроц. и снегохода CRAZY IRON  SUZUKI";"_Рамка_креп";"700.0";"Avito";"Для Vertu Constellation V - рамка дисплея в Москве";"744.0";"-6.0";"-0.8";"59.0";"https://www.avito.ru/moskva/telefony/dlya_vertu_constellation_v_-_ramka_displeya_7201271097"
"Рамка крепления ном. знака для квадроц. и снегохода CRAZY IRON  SUZUKI";"_Рамка_креп";"700.0";"Avito";"Заклёпка для крепления Renault в Москве";"100.0";"-650.0";"-86.7";"59.0";"https://www.avito.ru/moskva/zapchasti_i_aksessuary/zaklepka_dlya_krepleniya_renault_7550962043"
